a	ˈeɪ
salmon	sˈæmən
salon	sɐlˈɑːn
salt	sˈɔlt
salvador	sˈælvɐdˌɔːɹ
sam	sˈæm
same	sˈeɪm
samoa	sæmˈoʊə
sample	sˈæmpəl
samples	sˈæmpəlz
sampling	sˈæmplɪŋ
samsung	sˈæmsʌŋ
samuel	sˈæmjuːl
san	sˌæn
sand	sˈænd
sandra	sˈændɹə
sandy	sˈændi
santa	sˈæntə
sap	sˈæp
sara	sˈɛɹə
sarah	sˈɛɹə
saskatchewan	sˈæskɐtʃˌuːən
sat	sˈæt
satellite	sˈæɾəlˌaɪt
satisfaction	sˌæɾɪsfˈækʃən
satisfied	sˈæɾɪsfˌaɪd
satisfy	sˈæɾɪsfˌaɪ
saturday	sˈæɾɚdˌeɪ
sauce	sˈɔːs
saudi	sˈaʊdi
save	sˈeɪv
saved	sˈeɪvd
saver	sˈeɪvɚ
saving	sˈeɪvɪŋ
savings	sˈeɪvɪŋz
saw	sˈɔː
say	sˈeɪ
saying	sˈeɪɪŋ
says	sˈɛz
sb	ˌɛsbˈiː
sc	ˌɛssˈiː
scale	skˈeɪl
scales	skˈeɪlz
scan	skˈæn
scanner	skˈænɚ
scanners	skˈænɚz
scanning	skˈænɪŋ
scenario	sənˈæɹiˌoʊ
scene	sˈiːn
scenes	sˈiːnz
schedule	skˈɛdʒuːl
scheduled	skˈɛdʒuːld
schedules	skˈɛdʒuːlz
scheduling	skˈɛdʒuːlɪŋ
scheme	skˈiːm
schemes	skˈiːmz
scholars	skˈɑːlɚz
scholarship	skˈɑːlɚʃˌɪp
scholarships	skˈɑːlɚʃˌɪps
school	skˈuːl
schools	skˈuːlz
sci	sˈaɪ
science	sˈaɪəns
sciences	sˈaɪənsᵻz
scientific	saɪəntˈɪfɪk
scientist	sˈaɪəntɪst
scientists	sˈaɪəntɪsts
scope	skˈoʊp
score	skˈɔːɹ
scored	skˈɔːɹd
scores	skˈɔːɹz
scoring	skˈɔːɹɪŋ
scotia	skˈoʊʃə
scotland	skˈɑːtlənd
scott	skˈɑːt
scottish	skˈɑːɾɪʃ
scratch	skɹˈætʃ
screen	skɹˈiːn
screening	skɹˈiːnɪŋ
screens	skɹˈiːnz
screenshot	skɹˈiːnʃɑːt
screenshots	skɹˈiːnʃɑːts
screw	skɹˈuː
script	skɹˈɪpt
scripting	skɹˈɪptɪŋ
scripts	skɹˈɪpts
scroll	skɹˈoʊl
scsi	skˈʌzi
sculpture	skˈʌlptʃɚ
sd	ˌɛsdˈiː
se	sˈiː
sea	sˈiː
seafood	sˈiːfuːd
seal	sˈiːl
sealed	sˈiːld
sean	ʃˈɔːn
search	sˈɜːtʃ
searched	sˈɜːtʃt
searches	sˈɜːtʃᵻz
searching	sˈɜːtʃɪŋ
season	sˈiːzən
seasonal	sˈiːzənəl
seasons	sˈiːzənz
seat	sˈiːt
seating	sˈiːɾɪŋ
seats	sˈiːts
seattle	siːˈæɾəl
sec	sˈɛk
second	sˈɛkənd
secondary	sˈɛkəndɚɹi
seconds	sˈɛkəndz
secret	sˈiːkɹᵻt
secretary	sˈɛkɹətɹi
secrets	sˈiːkɹᵻts
section	sˈɛkʃən
sections	sˈɛkʃənz
sector	sˈɛktɚ
sectors	sˈɛktɚz
secure	sᵻkjˈʊɹ
secured	sᵻkjˈʊɹd
securities	sᵻkjˈʊɹɹᵻɾiz
security	sᵻkjˈʊɹɹᵻɾi
see	sˈiː
seed	sˈiːd
seeds	sˈiːdz
seeing	sˈiːɪŋ
seek	sˈiːk
seeker	sˈiːkɚ
seeking	sˈiːkɪŋ
seeks	sˈiːks
seem	sˈiːm
seemed	sˈiːmd
seems	sˈiːmz
seen	sˈiːn
sees	sˈiːz
segment	sˈɛɡmənt
segments	sˈɛɡmənts
select	sᵻlˈɛkt
selected	sᵻlˈɛktᵻd
selecting	sᵻlˈɛktɪŋ
selection	sᵻlˈɛkʃən
selections	sᵻlˈɛkʃənz
self	sˈɛlf
sell	sˈɛl
seller	sˈɛlɚ
sellers	sˈɛlɚz
selling	sˈɛlɪŋ
sells	sˈɛlz
semester	səmˈɛstɚ
semi	sˈɛmaɪ
semiconductor	sˌɛmɪkəndˈʌktɚ
seminar	sˈɛmɪnˌɑːɹ
seminars	sˈɛmɪnˌɑːɹz
senate	sˈɛnət
senator	sˈɛnəɾɚ
send	sˈɛnd
sender	sˈɛndɚ
sending	sˈɛndɪŋ
sends	sˈɛndz
senior	sˈiːnjɚ
seniors	sˈiːnjɚz
sense	sˈɛns
sensitive	sˈɛnsᵻtˌɪv
sensitivity	sˌɛnsɪtˈɪvᵻɾi
sensor	sˈɛnsɚ
sensors	sˈɛnsɚz
sent	sˈɛnt
sentence	sˈɛntəns
seo	sˈiːoʊ
sep	sˈɛp
separate	sˈɛpɹət
separated	sˈɛpɚɹˌeɪɾᵻd
separately	sˈɛpɹətli
separation	sˌɛpɚɹˈeɪʃən
sept	sˈɛpt
september	sɛptˈɛmbɚ
sequence	sˈiːkwəns
sequences	sˈiːkwənsᵻz
ser	sˈɜː
serial	sˈɪɹiəl
series	sˈɪɹiz
serious	sˈɪɹiəs
seriously	sˈɪɹiəsli
serve	sˈɜːv
served	sˈɜːvd
server	sˈɜːvɚ
servers	sˈɜːvɚz
serves	sˈɜːvz
service	sˈɜːvɪs
services	sˈɜːvɪsᵻz
serving	sˈɜːvɪŋ
session	sˈɛʃən
sessions	sˈɛʃənz
set	sˈɛt
sets	sˈɛts
setting	sˈɛɾɪŋ
settings	sˈɛɾɪŋz
settled	sˈɛɾəld
settlement	sˈɛɾəlmənt
setup	sˈɛɾʌp
seven	sˈɛvən
seventh	sˈɛvənθ
several	sˈɛvɹəl
severe	sᵻvˈɪɹ
sex	sˈɛks
sexcam	sˈɛkskæm
sexo	sˈiːksoʊ
sexual	sˈɛkʃuːəl
sexy	sˈɛksi
sf	ˌɛsˈɛf
sg	ˌɛsdʒˈiː
sh	ˌɛsˈeɪtʃ
shadow	ʃˈædoʊ
shakespeare	ʃˈeɪkspɪɹ
shall	ʃˈæl
shanghai	ʃæŋhˈaɪ
shape	ʃˈeɪp
shaped	ʃˈeɪpt
shapes	ʃˈeɪps
share	ʃˈɛɹ
shared	ʃˈɛɹd
shareholders	ʃˈɛɹhoʊldɚz
shares	ʃˈɛɹz
shareware	ʃˈɛɹwɛɹ
sharing	ʃˈɛɹɪŋ
sharon	ʃˈæɹən
sharp	ʃˈɑːɹp
shaved	ʃˈeɪvd
shaw	ʃˈɔː
she	ʃiː
sheep	ʃˈiːp
sheet	ʃˈiːt
sheets	ʃˈiːts
sheffield	ʃˈɛfiːld
shelf	ʃˈɛlf
shell	ʃˈɛl
shelter	ʃˈɛltɚ
shemale	ʃˈɛmeɪl
shield	ʃˈiːld
shift	ʃˈɪft
ship	ʃˈɪp
shipment	ʃˈɪpmənt
shipped	ʃˈɪpt
shipping	ʃˈɪpɪŋ
ships	ʃˈɪps
shirt	ʃˈɜːt
shirts	ʃˈɜːts
shit	ʃˈɪt
shock	ʃˈɑːk
shoe	ʃˈuː
shoes	ʃˈuːz
shoot	ʃˈuːt
shooting	ʃˈuːɾɪŋ
shop	ʃˈɑːp
shopper	ʃˈɑːpɚ
shoppers	ʃˈɑːpɚz
shopping	ʃˈɑːpɪŋ
shops	ʃˈɑːps
shopzilla	ʃəpzˈɪlə
shore	ʃˈɔːɹ
short	ʃˈɔːɹt
shortly	ʃˈɔːɹtli
shorts	ʃˈɔːɹts
shot	ʃˈɑːt
shots	ʃˈɑːts
should	ʃˈʊd
shoulder	ʃˈoʊldɚ
show	ʃˈoʊ
showcase	ʃˈoʊkeɪs
showed	ʃˈoʊd
shower	ʃˈaʊɚ
showers	ʃˈaʊɚz
showing	ʃˈoʊɪŋ
shown	ʃˈoʊn
shows	ʃˈoʊz
showtimes	ʃˈoʊtaɪmz
shut	ʃˈʌt
shuttle	ʃˈʌɾəl
si	sˈiː
sick	sˈɪk
side	sˈaɪd
sides	sˈaɪdz
siemens	sˈiːmɛnz
sierra	siːˈɛɹə
sight	sˈaɪt
sigma	sˈɪɡmə
sign	sˈaɪn
signal	sˈɪɡnəl
signals	sˈɪɡnəlz
signature	sˈɪɡnɪtʃɚ
signed	sˈaɪnd
significance	sɪɡnˈɪfɪkəns
significant	sɪɡnˈɪfɪkənt
significantly	sɪɡnˈɪfɪkəntli
signing	sˈaɪnɪŋ
signs	sˈaɪnz
signup	sˈaɪnʌp
silence	sˈaɪləns
silent	sˈaɪlənt
silicon	sˈɪlɪkən
silk	sˈɪlk
silver	sˈɪlvɚ
sim	sˈɪm
similar	sˈɪmɪlɚ
similarly	sˈɪmɪlɚli
simon	sˈaɪmən
simple	sˈɪmpəl
simply	sˈɪmpli
simpson	sˈɪmpsən
sims	sˈɪmz
simulation	sˌɪmjʊlˈeɪʃən
simultaneously	sˌaɪməltˈeɪniəsli
sin	sˈɪn
since	sˈɪns
sing	sˈɪŋ
singapore	sˈɪŋɡɐpˌɔːɹ
singer	sˈɪŋɚ
singing	sˈɪŋɪŋ
single	sˈɪŋɡəl
singles	sˈɪŋɡəlz
sink	sˈɪŋk
sir	sˌɜː
sister	sˈɪstɚ
sisters	sˈɪstɚz
sit	sˈɪt
site	sˈaɪt
sitemap	sˈaɪtmæp
sites	sˈaɪts
sitting	sˈɪɾɪŋ
situated	sˈɪtʃuːˌeɪɾᵻd
situation	sˌɪtʃuːˈeɪʃən
situations	sˌɪtʃuːˈeɪʃənz
six	sˈɪks
sixth	sˈɪksθ
size	sˈaɪz
sized	sˈaɪzd
sizes	sˈaɪzᵻz
sk	ˌɛskˈeɪ
ski	skˈiː
skiing	skˈiːɪŋ
skill	skˈɪl
skilled	skˈɪld
skills	skˈɪlz
skin	skˈɪn
skins	skˈɪnz
skip	skˈɪp
skirt	skˈɜːt
sku	skˈuː
sky	skˈaɪ
skype	skˈaɪp
sl	ˌɛsˈɛl
slave	slˈeɪv
sleep	slˈiːp
sleeping	slˈiːpɪŋ
sleeve	slˈiːv
slide	slˈaɪd
slideshow	slˈaɪdʃoʊ
slight	slˈaɪt
slightly	slˈaɪtli
slim	slˈɪm
slip	slˈɪp
slot	slˈɑːt
slots	slˈɑːts
slovakia	slʌvˈækiə
slovenia	sloʊvˈiːniə
slow	slˈoʊ
slowly	slˈoʊli
slut	slˈʌt
sluts	slˈʌts
sm	ˌɛsˈɛm
small	smˈɔːl
smaller	smˈɔːlɚ
smart	smˈɑːɹt
smile	smˈaɪl
smith	smˈɪθ
smoke	smˈoʊk
smoking	smˈoʊkɪŋ
smooth	smˈuːð
sms	ˌɛsˌɛmˈɛs
snake	snˈeɪk
snap	snˈæp
snapshot	snˈæpʃɑːt
snow	snˈoʊ
so	sˈoʊ
soap	sˈoʊp
soccer	sˈɑːkɚ
social	sˈoʊʃəl
societies	səsˈaɪəɾiz
society	səsˈaɪəɾi
sociology	sˌoʊsɪˈɑːlədʒi
socket	sˈɑːkɪt
socks	sˈɑːks
sodium	sˈoʊdiəm
soft	sˈɔft
software	sˈɔftwɛɹ
soil	sˈɔɪl
sol	sˈɑːl
solar	sˈoʊlɚ
solaris	soʊlˈɑːɹɹɪs
sold	sˈoʊld
soldier	sˈoʊldʒɚ
soldiers	sˈoʊldʒɚz
sole	sˈoʊl
solely	sˈoʊlli
solid	sˈɑːlɪd
solo	sˈoʊloʊ
solomon	sˈɑːlɑːmən
solution	səlˈuːʃən
solutions	səlˈuːʃənz
solve	sˈɑːlv
solving	sˈɑːlvɪŋ
soma	sˈoʊmə
some	sˌʌm
somebody	sˈʌmbɑːdi
somehow	sˈʌmhaʊ
someone	sˈʌmwʌn
something	sˈʌmθɪŋ
sometimes	sˈʌmtaɪmz
somewhat	sˈʌmwʌt
somewhere	sˈʌmwɛɹ
son	sˈʌn
song	sˈɔŋ
songs	sˈɔŋz
sonic	sˈɑːnɪk
sons	sˈʌnz
sony	sˈoʊni
soon	sˈuːn
soonest	sˈuːnɪst
sophisticated	səfˈɪstᵻkˌeɪɾᵻd
sorry	sˈɑːɹi
sort	sˈɔːɹt
sorted	sˈɔːɹɾᵻd
sought	sˈɔːt
soul	sˈoʊl
sound	sˈaʊnd
sounds	sˈaʊndz
soundtrack	sˈaʊndtɹæk
soup	sˈuːp
source	sˈɔːɹs
sources	sˈɔːɹsᵻz
south	sˈaʊθ
southeast	sˈaʊθiːst
southern	sˈʌðɚn
southwest	saʊθwˈɛst
soviet	sˈoʊviət
sox	sˈɑːks
sp	ˌɛspˈiː
spa	spˈɑː
space	spˈeɪs
spaces	spˈeɪsᵻz
spain	spˈeɪn
spam	spˈæm
span	spˈæn
spanish	spˈænɪʃ
spanking	spˈæŋkɪŋ
spare	spˈɛɹ
spatial	spˈeɪʃəl
speak	spˈiːk
speaker	spˈiːkɚ
speakers	spˈiːkɚz
speaking	spˈiːkɪŋ
speaks	spˈiːks
spears	spˈɪɹz
spec	spˈɛk
special	spˈɛʃəl
specialist	spˈɛʃəlˌɪst
specialists	spˈɛʃəlˌɪsts
specialized	spˈɛʃəlˌaɪzd
specials	spˈɛʃəlz
specialty	spˈɛʃəlɾi
species	spˈiːsiːz
specific	spəsˈɪfɪk
specifically	spəsˈɪfɪkli
specification	spˌɛsɪfɪkˈeɪʃən
specifications	spˌɛsɪfɪkˈeɪʃənz
specifics	spəsˈɪfɪks
specified	spˈɛsᵻfˌaɪd
specify	spˈɛsᵻfˌaɪ
specs	spˈɛks
spectacular	spɛktˈækjʊlɚ
spectrum	spˈɛktɹəm
speech	spˈiːtʃ
speed	spˈiːd
spell	spˈɛl
spelling	spˈɛlɪŋ
spencer	spˈɛnsɚ
spend	spˈɛnd
spending	spˈɛndɪŋ
spent	spˈɛnt
spice	spˈaɪs
spider	spˈaɪdɚ
spin	spˈɪn
spirit	spˈɪɹɪt
spirits	spˈɪɹɪts
spiritual	spˈɪɹɪtʃˌuːəl
spirituality	spˌɪɹɪtʃuːˈælᵻɾi
split	splˈɪt
spoke	spˈoʊk
spoken	spˈoʊkən
sponsor	spˈɑːnsɚ
sponsored	spˈɑːnsɚd
sponsors	spˈɑːnsɚz
sponsorship	spˈɑːnsɚʃˌɪp
sport	spˈɔːɹt
sporting	spˈɔːɹɾɪŋ
sports	spˈɔːɹts
spot	spˈɑːt
spotlight	spˈɑːtlaɪt
spots	spˈɑːts
spouse	spˈaʊs
spray	spɹˈeɪ
spread	spɹˈɛd
spring	spɹˈɪŋ
springfield	spɹˈɪŋfiːld
springs	spɹˈɪŋz
sprint	spɹˈɪnt
spy	spˈaɪ
spyware	spˈaɪwɛɹ
sq	ˌɛskjˈuː
sql	ˌɛskjˌuːˈɛl
squad	skwˈɑːd
square	skwˈɛɹ
squirting	skwˈɜːɾɪŋ
sr	ˌɛsˈɑːɹ
src	ˌɛsˌɑːɹsˈiː
sri	sɹˌiː
ss	ˌɛsˈɛs
ssl	ˌɛsˌɛsˈɛl
st	sənt
stability	stəbˈɪlᵻɾi
stable	stˈeɪbəl
stack	stˈæk
stadium	stˈeɪdiəm
staff	stˈæf
staffing	stˈæfɪŋ
stage	stˈeɪdʒ
stages	stˈeɪdʒᵻz
stainless	stˈeɪnləs
stamp	stˈæmp
stamps	stˈæmps
stand	stˈænd
standard	stˈændɚd
standards	stˈændɚdz
standing	stˈændɪŋ
stands	stˈændz
stanford	stˈænfɚd
stanley	stˈænli
star	stˈɑːɹ
starring	stˈɑːɹɹɪŋ
stars	stˈɑːɹz
starsmerchant	stˈɑːɹsmɜːtʃənt
start	stˈɑːɹt
started	stˈɑːɹɾᵻd
starter	stˈɑːɹɾɚ
starting	stˈɑːɹɾɪŋ
starts	stˈɑːɹts
startup	stˈɑːɹɾʌp
stat	stˈæt
state	stˈeɪt
stated	stˈeɪɾᵻd
statement	stˈeɪtmənt
statements	stˈeɪtmənts
states	stˈeɪts
statewide	stˈeɪtwaɪd
static	stˈæɾɪk
station	stˈeɪʃən
stations	stˈeɪʃənz
statistical	stɐtˈɪstɪkəl
statistics	stɐtˈɪstɪks
stats	stˈæts
status	stˈæɾəs
statute	stˈætʃuːt
statutes	stˈætʃuːts
statutory	stˈætʃətˌɔːɹi
stay	stˈeɪ
stayed	stˈeɪd
staying	stˈeɪɪŋ
std	ˌɛstˌiːdˈiː
ste	stˈiː
steady	stˈɛdi
steam	stˈiːm
steel	stˈiːl
steering	stˈɪɹɪŋ
stem	stˈɛm
step	stˈɛp
stephen	stˈiːvən
steps	stˈɛps
stereo	stˈɛɹɪˌoʊ
sterling	stˈɜːlɪŋ
steve	stˈiːv
steven	stˈiːvən
stevens	stˈiːvənz
stewart	stˈuːɚt
stick	stˈɪk
stickers	stˈɪkɚz
still	stˈɪl
stock	stˈɑːk
stockings	stˈɑːkɪŋz
stocks	stˈɑːks
stolen	stˈoʊlən
stomach	stˈʌmək
stone	stˈoʊn
stones	stˈoʊnz
stood	stˈʊd
stop	stˈɑːp
stopped	stˈɑːpt
stops	stˈɑːps
storage	stˈɔːɹɪdʒ
store	stˈɔːɹ
stored	stˈɔːɹd
stores	stˈɔːɹz
stories	stˈɔːɹiz
storm	stˈɔːɹm
story	stˈɔːɹi
straight	stɹˈeɪt
strain	stɹˈeɪn
strange	stɹˈeɪndʒ
strap	stɹˈæp
strategic	stɹətˈiːdʒɪk
strategies	stɹˈæɾədʒiz
strategy	stɹˈæɾədʒi
stream	stɹˈiːm
streaming	stɹˈiːmɪŋ
streams	stɹˈiːmz
street	stɹˈiːt
streets	stɹˈiːts
strength	stɹˈɛŋθ
strengthen	stɹˈɛŋθən
strengths	stɹˈɛŋθs
stress	stɹˈɛs
stretch	stɹˈɛtʃ
strict	stɹˈɪkt
strictly	stɹˈɪktli
strike	stɹˈaɪk
string	stɹˈɪŋ
strings	stɹˈɪŋz
strip	stɹˈɪp
stroke	stɹˈoʊk
strong	stɹˈɔŋ
stronger	stɹˈɔŋɡɚ
strongly	stɹˈɔŋli
struck	stɹˈʌk
struct	stɹˈʌkt
structural	stɹˈʌktʃɚɹəl
structure	stɹˈʌktʃɚ
structured	stɹˈʌktʃɚd
structures	stɹˈʌktʃɚz
struggle	stɹˈʌɡəl
stuart	stˈuːɚt
stuck	stˈʌk
stud	stˈʌd
student	stˈuːdənt
students	stˈuːdənts
studied	stˈʌdid
studies	stˈʌdiz
studio	stˈuːdɪˌoʊ
studios	stˈuːdɪˌoʊz
study	stˈʌdi
studying	stˈʌdiɪŋ
stuff	stˈʌf
stunning	stˈʌnɪŋ
stupid	stˈuːpɪd
style	stˈaɪl
styles	stˈaɪlz
stylish	stˈaɪlɪʃ
stylus	stˈaɪləs
su	sˈuː
sub	sˈʌb
subcommittee	sˈʌbkəmˌɪɾiː
subject	sˈʌbdʒɛkt
subjects	sˈʌbdʒɛkts
sublime	sʌblˈaɪm
sublimedirectory	sˌʌblaɪmdᵻɹˈɛktɚɹi
submission	səbmˈɪʃən
submissions	səbmˈɪʃənz
submit	səbmˈɪt
submitted	səbmˈɪɾᵻd
submitting	səbmˈɪɾɪŋ
subscribe	səbskɹˈaɪb
subscriber	səbskɹˈaɪbɚ
subscribers	səbskɹˈaɪbɚz
subscription	sʌbskɹˈɪpʃən
subscriptions	sʌbskɹˈɪpʃənz
subsection	sʌbsˈɛkʃən
subsequent	sˈʌbsᵻkwənt
subsequently	sˈʌbsᵻkwəntli
subsidiary	sʌbsˈɪdjɚɹi
substance	sˈʌbstəns
substances	sˈʌbstənsᵻz
substantial	səbstˈænʃəl
substantially	səbstˈænʃəli
substitute	sˈʌbstɪtˌuːt
succeed	səksˈiːd
success	səksˈɛs
successful	səksˈɛsfəl
successfully	səksˈɛsfəli
such	sˈʌtʃ
suck	sˈʌk
sucking	sˈʌkɪŋ
sucks	sˈʌks
sudan	suːdˈæn
suddenly	sˈʌdənli
sue	sˈuː
suffer	sˈʌfɚ
suffered	sˈʌfɚd
suffering	sˈʌfɚɹɪŋ
sufficient	səfˈɪʃənt
sugar	ʃˈʊɡɚ
suggest	sədʒˈɛst
suggested	sədʒˈɛstᵻd
suggestion	sədʒˈɛstʃən
suggestions	sədʒˈɛstʃənz
suggests	sədʒˈɛsts
suicide	sˈuːɪsˌaɪd
suit	sˈuːt
suitable	sˈuːɾəbəl
suite	swˈiːt
suites	swˈiːts
suits	sˈuːts
sullivan	sˈʌlɪvən
sum	sˈʌm
summary	sˈʌmɚɹi
summer	sˈʌmɚ
summit	sˈʌmɪt
sun	sˈʌn
sunday	sˈʌndeɪ
sunglasses	sˈʌŋɡlæsᵻz
sunny	sˈʌni
sunset	sˈʌnsɛt
sunshine	sˈʌnʃaɪn
super	sˈuːpɚ
superb	suːpˈɜːb
superior	suːpˈiəɹɪɚ
supervision	suːpɚvˈɪʒən
supervisor	sˈuːpɚvˌaɪzɚ
supplement	sˈʌplɪmənt
supplements	sˈʌplɪmənts
supplied	səplˈaɪd
supplier	səplˈaɪɚ
suppliers	səplˈaɪɚz
supplies	səplˈaɪz
supply	səplˈaɪ
support	səpˈɔːɹt
supported	səpˈɔːɹɾᵻd
supporters	səpˈɔːɹɾɚz
supporting	səpˈɔːɹɾɪŋ
supports	səpˈɔːɹts
suppose	səpˈoʊz
supposed	səpˈoʊzd
supreme	suːpɹˈiːm
sur	sˈɜː
sure	ʃˈʊɹ
surely	ʃˈʊɹli
surf	sˈɜːf
surface	sˈɜːfɪs
surfaces	sˈɜːfɪsᵻz
surfing	sˈɜːfɪŋ
surgery	sˈɜːdʒɚɹi
surgical	sˈɜːdʒɪkəl
surplus	sˈɜːplʌs
surprise	sɚpɹˈaɪz
surprised	sɚpɹˈaɪzd
surrounding	sɚɹˈaʊndɪŋ
surveillance	sɚvˈeɪləns
survey	sˈɜːveɪ
surveys	sˈɜːveɪz
survival	sɚvˈaɪvəl
survive	sɚvˈaɪv
susan	sˈuːzən
suse	sˈuːsə
suspect	sˈʌspɛkt
suspended	səspˈɛndᵻd
suspension	səspˈɛnʃən
sussex	sˈʌsɪks
sustainable	səstˈeɪnəbəl
suzuki	suːzˈuːki
sw	ˌɛsdˈʌbəljˌuː
swap	swˈɑːp
sweden	swˈiːdən
swedish	swˈiːdɪʃ
sweet	swˈiːt
swim	swˈɪm
swimming	swˈɪmɪŋ
swing	swˈɪŋ
swingers	swˈɪŋɡɚz
swiss	swˈɪs
switch	swˈɪtʃ
switches	swˈɪtʃᵻz
switching	swˈɪtʃɪŋ
switzerland	swˈɪtsɚlənd
sword	sˈɔːɹd
sydney	sˈɪdni
symantec	sɪmˈæntɛk
symbol	sˈɪmbəl
symbols	sˈɪmbəlz
symposium	sɪmpˈoʊsiəm
symptoms	sˈɪmptəmz
syndicate	sˈɪndᵻkˌeɪt
syndication	sˌɪndɪkˈeɪʃən
syndrome	sˈɪndɹoʊm
synopsis	sɪnˈɑːpsɪs
syntax	sˈɪntæks
synthesis	sˈɪnθəsˌɪs
synthetic	sɪnθˈɛɾɪk
syria	sˈɪɹiə
sys	sˈɪz
system	sˈɪstəm
systems	sˈɪstəmz
t	tˈiː
ta	tˈɑː
tab	tˈæb
table	tˈeɪbəl
tables	tˈeɪbəlz
tablet	tˈæblət
tablets	tˈæbləts
tabs	tˈæbz
tag	tˈæɡ
tagged	tˈæɡd
tags	tˈæɡz
tail	tˈeɪl
taiwan	taɪwˈɑːn
take	tˈeɪk
taken	tˈeɪkən
takes	tˈeɪks
taking	tˈeɪkɪŋ
tale	tˈeɪl
talent	tˈælənt
tales	tˈeɪlz
talk	tˈɔːk
talked	tˈɔːkt
talking	tˈɔːkɪŋ
talks	tˈɔːks
tall	tˈɔːl
tampa	tˈæmpə
tan	tˈæn
tank	tˈæŋk
tanks	tˈæŋks
tanzania	tˈænzɐnˈiə
tap	tˈæp
tape	tˈeɪp
tapes	tˈeɪps
target	tˈɑːɹɡɪt
targeted	tˈɑːɹɡɪɾᵻd
targets	tˈɑːɹɡɪts
task	tˈæsk
tasks	tˈæsks
taste	tˈeɪst
taught	tˈɔːt
tax	tˈæks
taxation	tæksˈeɪʃən
taxes	tˈæksᵻz
taxi	tˈæksi
taylor	tˈeɪlɚ
tc	tˌiːsˈiː
tcp	tˌiːsˌiːpˈiː
td	tˌiːdˈiː
te	tˈiː
tea	tˈiː
teach	tˈiːtʃ
teacher	tˈiːtʃɚ
teachers	tˈiːtʃɚz
teaching	tˈiːtʃɪŋ
team	tˈiːm
teams	tˈiːmz
tears	tˈɪɹz
tech	tˈɛk
technical	tˈɛknɪkəl
technician	tɛknˈɪʃən
technique	tɛknˈiːk
techniques	tɛknˈiːks
techno	tˈɛknoʊ
technological	tˌɛknəlˈɑːdʒɪkəl
technologies	tɛknˈɑːlədʒiz
technology	tɛknˈɑːlədʒi
ted	tˈɛd
tee	tˈiː
teen	tˈiːn
teenage	tˈiːneɪdʒ
teens	tˈiːnz
teeth	tˈiːθ
tel	tˈɛl
telecom	tˈɛlᵻkˌɑːm
telecommunications	tˌɛlᵻkəmjˌuːnɪkˈeɪʃənz
telephone	tˈɛlᵻfˌoʊn
television	tˈɛlᵻvˌɪʒən
tell	tˈɛl
telling	tˈɛlɪŋ
tells	tˈɛlz
temp	tˈɛmp
temperature	tˈɛmpɹɪtʃɚ
temperatures	tˈɛmpɹɪtʃɚz
template	tˈɛmplət
templates	tˈɛmpləts
temple	tˈɛmpəl
temporary	tˈɛmpɚɹˌɛɹi
ten	tˈɛn
tend	tˈɛnd
tender	tˈɛndɚ
tennessee	tˌɛnəsˈiː
tennis	tˈɛnɪs
tension	tˈɛnʃən
term	tˈɜːm
terminal	tˈɜːmɪnəl
termination	tˌɜːmᵻnˈeɪʃən
terms	tˈɜːmz
terrace	tˈɛɹɪs
terrible	tˈɛɹᵻbəl
territories	tˈɛɹɪtˌɔːɹiz
territory	tˈɛɹɪtˌɔːɹi
terror	tˈɛɹɚ
terrorism	tˈɛɹɚɹˌɪzəm
terrorist	tˈɛɹɚɹˌɪst
terrorists	tˈɛɹɚɹˌɪsts
terry	tˈɛɹi
test	tˈɛst
testament	tˈɛstəmənt
tested	tˈɛstᵻd
testimonials	tˌɛstᵻmˈoʊnɪəlz
testimony	tˈɛstᵻməni
testing	tˈɛstɪŋ
tests	tˈɛsts
tex	tˈɛks
texas	tˈɛksəs
text	tˈɛkst
textbooks	tˈɛkstbʊks
texts	tˈɛksts
tft	tˌiːˌɛftˈiː
tgp	tˌiːdʒˌiːpˈiː
th	tˌiːˈeɪtʃ
thai	tˈaɪ
thailand	tˈaɪlənd
than	ðɐn
thank	θˈæŋk
thanks	θˈæŋks
that	ðˈæt
thats	ðˈæts
the	ðə
theater	θˈiəɾɚ
theaters	θˈiəɾɚz
theatre	θˈiəɾɚ
thee	ðˈiː
theft	θˈɛft
thehun	θˈɛhʌn
their	ðɛɹ
them	ðˌɛm
theme	θˈiːm
themes	θˈiːmz
themselves	ðɛmsˈɛlvz
then	ðˈɛn
theorem	θˈiəɹəm
theoretical	θiəɹˈɛɾɪkəl
theories	θˈiəɹiz
theory	θˈiəɹi
therapeutic	θˌɛɹəpjˈuːɾɪk
therapy	θˈɛɹəpi
there	ðˈɛɹ
thereby	ðɛɹbˈaɪ
therefore	ðˈɛɹfɔːɹ
thereof	ðɛɹˈɑːv
thermal	θˈɜːməl
thesaurus	θᵻsˈɔːɹəs
these	ðˈiːz
thesis	θˈiːsɪs
they	ðeɪ
thick	θˈɪk
thin	θˈɪn
thing	θˈɪŋ
things	θˈɪŋz
think	θˈɪŋk
thinking	θˈɪŋkɪŋ
thinks	θˈɪŋks
third	θˈɜːd
thirty	θˈɜːɾi
this	ðˈɪs
thomas	tˈɑːməs
thompson	tˈɑːmpsən
thomson	tˈɑːmsən
thong	θˈɑːŋ
thongs	θˈɑːŋz
those	ðˈoʊz
thou	ðˈaʊ
though	ðˌoʊ
thought	θˈɔːt
thoughts	θˈɔːts
